STATION,NAME,location,date,TAVG,TMAX,TMIN,average_c,max_c,min_c
UKE00107650,"HEATHROW, UK",London,17/10/2021,56.5,65,48,13.6,18.3,8.9
UKE00107650,"HEATHROW, UK",London,18/10/2021,57.5,70,45,14.2,21.1,7.2
UKE00107650,"HEATHROW, UK",London,19/10/2021,61,66,56,16.1,18.9,13.3
UKE00107650,"HEATHROW, UK",London,20/10/2021,56.5,54,59,13.6,12.2,15
UKE00107650,"HEATHROW, UK",London,21/10/2021,52,58,46,11.1,14.4,7.8
UKE00107650,"HEATHROW, UK",London,22/10/2021,49,57,41,9.4,13.9,5
UKE00107650,"HEATHROW, UK",London,23/10/2021,54,60,48,12.2,15.6,8.9
UKE00107650,"HEATHROW, UK",London,24/10/2021,58,64,52,14.4,17.8,11.1
UKE00107650,"HEATHROW, UK",London,25/10/2021,56,63,49,13.3,17.2,9.4
UKE00107650,"HEATHROW, UK",London,26/10/2021,55.5,64,47,13.1,17.8,8.3
UKE00107650,"HEATHROW, UK",London,27/10/2021,56.5,60,53,13.6,15.6,11.7
UKE00107650,"HEATHROW, UK",London,28/10/2021,57,60,54,13.9,15.6,12.2
UKE00107650,"HEATHROW, UK",London,29/10/2021,57.5,60,55,14.2,15.6,12.8
UKE00107650,"HEATHROW, UK",London,30/10/2021,53.5,60,47,11.9,15.6,8.3
UKE00107650,"HEATHROW, UK",London,31/10/2021,51,59,43,10.6,15,6.1
UKE00107650,"HEATHROW, UK",London,01/11/2021,52,56,48,11.1,13.3,8.9
UKE00107650,"HEATHROW, UK",London,02/11/2021,43,51,35,6.1,10.6,1.7
UKE00107650,"HEATHROW, UK",London,03/11/2021,41.5,50,33,5.3,10,0.6
UKE00107650,"HEATHROW, UK",London,04/11/2021,46,52,40,7.8,11.1,4.4
UKE00107650,"HEATHROW, UK",London,05/11/2021,44.5,56,33,6.9,13.3,0.6
UKE00107650,"HEATHROW, UK",London,06/11/2021,46.5,55,38,8.1,12.8,3.3
UKE00107650,"HEATHROW, UK",London,07/11/2021,50.5,55,46,10.3,12.8,7.8
UKE00107650,"HEATHROW, UK",London,08/11/2021,50,62,38,10,16.7,3.3
UKE00107650,"HEATHROW, UK",London,09/11/2021,50,56,44,10,13.3,6.7
UKE00107650,"HEATHROW, UK",London,10/11/2021,53.5,60,47,11.9,15.6,8.3
UKE00107650,"HEATHROW, UK",London,11/11/2021,54,59,49,12.2,15,9.4
UKE00107650,"HEATHROW, UK",London,12/11/2021,49,55,43,9.4,12.8,6.1
UKE00107650,"HEATHROW, UK",London,13/11/2021,52.5,56,49,11.4,13.3,9.4
UKE00107650,"HEATHROW, UK",London,14/11/2021,52,54,50,11.1,12.2,10
UKE00107650,"HEATHROW, UK",London,15/11/2021,51.5,53,50,10.8,11.7,10
UKE00107650,"HEATHROW, UK",London,16/11/2021,45.5,55,36,7.5,12.8,2.2
UKE00107650,"HEATHROW, UK",London,17/11/2021,47.5,57,38,8.6,13.9,3.3
UKE00107650,"HEATHROW, UK",London,18/11/2021,46.5,54,39,8.1,12.2,3.9
UKE00107650,"HEATHROW, UK",London,19/11/2021,49.5,51,48,9.7,10.6,8.9
UKE00107650,"HEATHROW, UK",London,20/11/2021,48,47,49,8.9,8.3,9.4
UKE00107650,"HEATHROW, UK",London,21/11/2021,45.5,50,41,7.5,10,5
UKE00107650,"HEATHROW, UK",London,22/11/2021,44,50,38,6.7,10,3.3
UKE00107650,"HEATHROW, UK",London,23/11/2021,39,45,33,3.9,7.2,0.6
UKE00107650,"HEATHROW, UK",London,24/11/2021,40.5,45,36,4.7,7.2,2.2
UKE00107650,"HEATHROW, UK",London,25/11/2021,43.5,49,38,6.4,9.4,3.3
UKE00107650,"HEATHROW, UK",London,26/11/2021,38,41,35,3.3,5,1.7
UKE00107650,"HEATHROW, UK",London,27/11/2021,38.5,40,37,3.6,4.4,2.8
UKE00107650,"HEATHROW, UK",London,28/11/2021,40,49,31,4.4,9.4,-0.6
UKE00107650,"HEATHROW, UK",London,29/11/2021,40,54,26,4.4,12.2,-3.3
UKE00107650,"HEATHROW, UK",London,30/11/2021,40.5,50,31,4.7,10,-0.6
UKE00107650,"HEATHROW, UK",London,01/12/2021,45,44,46,7.2,6.7,7.8
UKE00107650,"HEATHROW, UK",London,02/12/2021,41,49,33,5,9.4,0.6
UKE00107650,"HEATHROW, UK",London,03/12/2021,39.5,47,32,4.2,8.3,0
UKE00107650,"HEATHROW, UK",London,04/12/2021,42.5,44,41,5.8,6.7,5
UKE00107650,"HEATHROW, UK",London,05/12/2021,43,46,40,6.1,7.8,4.4
UKE00107650,"HEATHROW, UK",London,06/12/2021,41,47,35,5,8.3,1.7
UKE00107650,"HEATHROW, UK",London,07/12/2021,40.5,47,34,4.7,8.3,1.1
UKE00107650,"HEATHROW, UK",London,08/12/2021,44,48,40,6.7,8.9,4.4
UKE00107650,"HEATHROW, UK",London,09/12/2021,42,46,38,5.6,7.8,3.3
UKE00107650,"HEATHROW, UK",London,10/12/2021,47.5,55,40,8.6,12.8,4.4
UKE00107650,"HEATHROW, UK",London,11/12/2021,46,58,34,7.8,14.4,1.1
UKE00107650,"HEATHROW, UK",London,12/12/2021,46,53,39,7.8,11.7,3.9
UKE00107650,"HEATHROW, UK",London,13/12/2021,52.5,56,49,11.4,13.3,9.4
UKE00107650,"HEATHROW, UK",London,14/12/2021,51.5,56,47,10.8,13.3,8.3
UKE00107650,"HEATHROW, UK",London,15/12/2021,51,53,49,10.6,11.7,9.4
UKE00107650,"HEATHROW, UK",London,16/12/2021,49.5,49,50,9.7,9.4,10
UKE00107650,"HEATHROW, UK",London,17/12/2021,48.5,48,49,9.2,8.9,9.4
UKE00107650,"HEATHROW, UK",London,18/12/2021,44.5,44,45,6.9,6.7,7.2
UKE00107650,"HEATHROW, UK",London,19/12/2021,42,45,39,5.6,7.2,3.9
UKE00107650,"HEATHROW, UK",London,20/12/2021,40,43,37,4.4,6.1,2.8
UKE00107650,"HEATHROW, UK",London,21/12/2021,43,45,41,6.1,7.2,5
UKE00107650,"HEATHROW, UK",London,22/12/2021,40.5,52,29,4.7,11.1,-1.7
UKE00107650,"HEATHROW, UK",London,23/12/2021,41.5,51,32,5.3,10.6,0
UKE00107650,"HEATHROW, UK",London,24/12/2021,44,46,42,6.7,7.8,5.6
UKE00107650,"HEATHROW, UK",London,25/12/2021,47.5,49,46,8.6,9.4,7.8
UKE00107650,"HEATHROW, UK",London,26/12/2021,47,52,42,8.3,11.1,5.6
UKE00107650,"HEATHROW, UK",London,27/12/2021,47.5,53,42,8.6,11.7,5.6
UKE00107650,"HEATHROW, UK",London,28/12/2021,53.5,60,47,11.9,15.6,8.3
UKE00107650,"HEATHROW, UK",London,29/12/2021,52,59,45,11.1,15,7.2
UKE00107650,"HEATHROW, UK",London,30/12/2021,55,60,50,12.8,15.6,10
UKE00107650,"HEATHROW, UK",London,31/12/2021,57,60,54,13.9,15.6,12.2
UKE00107650,"HEATHROW, UK",London,01/01/2022,54,54,54,12.2,12.2,12.2
UKE00107650,"HEATHROW, UK",London,02/01/2022,51,51,51,10.6,10.6,10.6
UKE00107650,"HEATHROW, UK",London,03/01/2022,47,46,48,8.3,7.8,8.9
UKE00107650,"HEATHROW, UK",London,04/01/2022,44.5,44,45,6.9,6.7,7.2
UKE00107650,"HEATHROW, UK",London,05/01/2022,39.5,45,34,4.2,7.2,1.1
UKE00107650,"HEATHROW, UK",London,06/01/2022,35.5,45,26,1.9,7.2,-3.3
UKE00107650,"HEATHROW, UK",London,07/01/2022,41.5,51,32,5.3,10.6,0
UKE00107650,"HEATHROW, UK",London,08/01/2022,40,48,32,4.4,8.9,0
UKE00107650,"HEATHROW, UK",London,09/01/2022,42,49,35,5.6,9.4,1.7
UKE00107650,"HEATHROW, UK",London,10/01/2022,43.5,51,36,6.4,10.6,2.2
UKE00107650,"HEATHROW, UK",London,11/01/2022,44,48,40,6.7,8.9,4.4
UKE00107650,"HEATHROW, UK",London,12/01/2022,41,49,33,5,9.4,0.6
UKE00107650,"HEATHROW, UK",London,13/01/2022,39.5,49,30,4.2,9.4,-1.1
UKE00107650,"HEATHROW, UK",London,14/01/2022,35.5,42,29,1.9,5.6,-1.7
UKE00107650,"HEATHROW, UK",London,15/01/2022,40,49,31,4.4,9.4,-0.6
UKE00107650,"HEATHROW, UK",London,16/01/2022,43.5,51,36,6.4,10.6,2.2
UKE00107650,"HEATHROW, UK",London,17/01/2022,39,45,33,3.9,7.2,0.6
UKE00107650,"HEATHROW, UK",London,18/01/2022,37.5,49,26,3.1,9.4,-3.3
UKE00107650,"HEATHROW, UK",London,19/01/2022,36.5,43,30,2.5,6.1,-1.1
UKE00107650,"HEATHROW, UK",London,20/01/2022,36.5,41,32,2.5,5,0
UKE00107650,"HEATHROW, UK",London,21/01/2022,35,43,27,1.7,6.1,-2.8
UKE00107650,"HEATHROW, UK",London,22/01/2022,36.5,43,30,2.5,6.1,-1.1
UKE00107650,"HEATHROW, UK",London,23/01/2022,40.5,40,41,4.7,4.4,5
UKE00107650,"HEATHROW, UK",London,24/01/2022,40,41,39,4.4,5,3.9
UKE00107650,"HEATHROW, UK",London,25/01/2022,41.5,48,35,5.3,8.9,1.7
UKE00107650,"HEATHROW, UK",London,26/01/2022,45.5,56,35,7.5,13.3,1.7
UKE00107650,"HEATHROW, UK",London,27/01/2022,46,52,40,7.8,11.1,4.4
UKE00107650,"HEATHROW, UK",London,28/01/2022,44.5,57,32,6.9,13.9,0
UKE00107650,"HEATHROW, UK",London,29/01/2022,42,48,36,5.6,8.9,2.2
UKE00107650,"HEATHROW, UK",London,30/01/2022,40.5,48,33,4.7,8.9,0.6
UKE00107650,"HEATHROW, UK",London,31/01/2022,47.5,59,36,8.6,15,2.2
UKE00107650,"HEATHROW, UK",London,01/02/2022,46.5,54,39,8.1,12.2,3.9
UKE00107650,"HEATHROW, UK",London,02/02/2022,48,51,45,8.9,10.6,7.2
UKE00107650,"HEATHROW, UK",London,03/02/2022,46,47,45,7.8,8.3,7.2
UKE00107650,"HEATHROW, UK",London,04/02/2022,46,52,40,7.8,11.1,4.4
UKE00107650,"HEATHROW, UK",London,05/02/2022,44.5,53,36,6.9,11.7,2.2
UKE00107650,"HEATHROW, UK",London,06/02/2022,45.5,52,39,7.5,11.1,3.9
UKE00107650,"HEATHROW, UK",London,07/02/2022,44.5,54,35,6.9,12.2,1.7
UKE00107650,"HEATHROW, UK",London,08/02/2022,48.5,58,39,9.2,14.4,3.9
UKE00107650,"HEATHROW, UK",London,09/02/2022,46.5,47,46,8.1,8.3,7.8
UKE00107650,"HEATHROW, UK",London,10/02/2022,45,49,41,7.2,9.4,5
UKE00107650,"HEATHROW, UK",London,11/02/2022,40,48,32,4.4,8.9,0
UKE00107650,"HEATHROW, UK",London,12/02/2022,40.5,50,31,4.7,10,-0.6
UKE00107650,"HEATHROW, UK",London,13/02/2022,45.5,49,42,7.5,9.4,5.6
UKE00107650,"HEATHROW, UK",London,14/02/2022,48.5,55,42,9.2,12.8,5.6
UKE00107650,"HEATHROW, UK",London,15/02/2022,47.5,59,36,8.6,15,2.2
UKE00107650,"HEATHROW, UK",London,16/02/2022,50,54,46,10,12.2,7.8
UKE00107650,"HEATHROW, UK",London,17/02/2022,48.5,51,46,9.2,10.6,7.8
UKE00107650,"HEATHROW, UK",London,18/02/2022,49,52,46,9.4,11.1,7.8
UKE00107650,"HEATHROW, UK",London,19/02/2022,45,54,36,7.2,12.2,2.2
UKE00107650,"HEATHROW, UK",London,20/02/2022,47,53,41,8.3,11.7,5
UKE00107650,"HEATHROW, UK",London,21/02/2022,48,56,40,8.9,13.3,4.4
UKE00107650,"HEATHROW, UK",London,22/02/2022,45.5,51,40,7.5,10.6,4.4
UKE00107650,"HEATHROW, UK",London,23/02/2022,41,47,35,5,8.3,1.7
UKE00107650,"HEATHROW, UK",London,24/02/2022,47.5,53,42,8.6,11.7,5.6
UKE00107650,"HEATHROW, UK",London,25/02/2022,44.5,52,37,6.9,11.1,2.8
UKE00107650,"HEATHROW, UK",London,26/02/2022,41,52,30,5,11.1,-1.1
UKE00107650,"HEATHROW, UK",London,27/02/2022,44,54,34,6.7,12.2,1.1
UKE00107650,"HEATHROW, UK",London,28/02/2022,42.5,48,37,5.8,8.9,2.8
UKE00107650,"HEATHROW, UK",London,01/03/2022,46,46,46,7.8,7.8,7.8
UKE00107650,"HEATHROW, UK",London,02/03/2022,49,54,44,9.4,12.2,6.7
UKE00107650,"HEATHROW, UK",London,03/03/2022,42.5,45,40,5.8,7.2,4.4
UKE00107650,"HEATHROW, UK",London,04/03/2022,44.5,45,44,6.9,7.2,6.7
UKE00107650,"HEATHROW, UK",London,05/03/2022,44.5,47,42,6.9,8.3,5.6
UKE00107650,"HEATHROW, UK",London,06/03/2022,42,46,38,5.6,7.8,3.3
UKE00107650,"HEATHROW, UK",London,07/03/2022,46,55,37,7.8,12.8,2.8
UKE00107650,"HEATHROW, UK",London,08/03/2022,43.5,56,31,6.4,13.3,-0.6
UKE00107650,"HEATHROW, UK",London,09/03/2022,51.5,61,42,10.8,16.1,5.6
UKE00107650,"HEATHROW, UK",London,10/03/2022,49,54,44,9.4,12.2,6.7
UKE00107650,"HEATHROW, UK",London,11/03/2022,51,55,47,10.6,12.8,8.3
UKE00107650,"HEATHROW, UK",London,12/03/2022,49,53,45,9.4,11.7,7.2
UKE00107650,"HEATHROW, UK",London,13/03/2022,51.5,56,47,10.8,13.3,8.3
UKE00107650,"HEATHROW, UK",London,14/03/2022,49.5,61,38,9.7,16.1,3.3
UKE00107650,"HEATHROW, UK",London,15/03/2022,45.5,51,40,7.5,10.6,4.4
UKE00107650,"HEATHROW, UK",London,16/03/2022,51.5,58,45,10.8,14.4,7.2
UKE00107650,"HEATHROW, UK",London,17/03/2022,48,61,35,8.9,16.1,1.7
UKE00107650,"HEATHROW, UK",London,18/03/2022,46.5,57,36,8.1,13.9,2.2
UKE00107650,"HEATHROW, UK",London,19/03/2022,49.5,54,45,9.7,12.2,7.2
UKE00107650,"HEATHROW, UK",London,20/03/2022,51,63,39,10.6,17.2,3.9
UKE00107650,"HEATHROW, UK",London,21/03/2022,50.5,68,33,10.3,20,0.6
UKE00107650,"HEATHROW, UK",London,22/03/2022,57,68,46,13.9,20,7.8
UKE00107650,"HEATHROW, UK",London,23/03/2022,53.5,66,41,11.9,18.9,5
UKE00107650,"HEATHROW, UK",London,24/03/2022,51.5,64,39,10.8,17.8,3.9
UKE00107650,"HEATHROW, UK",London,25/03/2022,52.5,65,40,11.4,18.3,4.4
UKE00107650,"HEATHROW, UK",London,26/03/2022,48.5,56,41,9.2,13.3,5
UKE00107650,"HEATHROW, UK",London,27/03/2022,52,62,42,11.1,16.7,5.6
UKE00107650,"HEATHROW, UK",London,28/03/2022,46,54,38,7.8,12.2,3.3
UKE00107650,"HEATHROW, UK",London,29/03/2022,48.5,52,45,9.2,11.1,7.2
UKE00107650,"HEATHROW, UK",London,30/03/2022,45,46,44,7.2,7.8,6.7
UKE00107650,"HEATHROW, UK",London,31/03/2022,41.5,49,34,5.3,9.4,1.1
UKE00107650,"HEATHROW, UK",London,01/04/2022,42,50,34,5.6,10,1.1
UKE00107650,"HEATHROW, UK",London,02/04/2022,42,52,32,5.6,11.1,0
UKE00107650,"HEATHROW, UK",London,03/04/2022,44,58,30,6.7,14.4,-1.1
UKE00107650,"HEATHROW, UK",London,04/04/2022,50,59,41,10,15,5
UKE00107650,"HEATHROW, UK",London,05/04/2022,53,61,45,11.7,16.1,7.2
UKE00107650,"HEATHROW, UK",London,06/04/2022,52.5,57,48,11.4,13.9,8.9
UKE00107650,"HEATHROW, UK",London,07/04/2022,48.5,53,44,9.2,11.7,6.7
UKE00107650,"HEATHROW, UK",London,08/04/2022,45.5,55,36,7.5,12.8,2.2
UKE00107650,"HEATHROW, UK",London,09/04/2022,45,56,34,7.2,13.3,1.1
UKE00107650,"HEATHROW, UK",London,10/04/2022,50,66,34,10,18.9,1.1
UKE00107650,"HEATHROW, UK",London,11/04/2022,52.5,65,40,11.4,18.3,4.4
UKE00107650,"HEATHROW, UK",London,12/04/2022,58.5,68,49,14.7,20,9.4
UKE00107650,"HEATHROW, UK",London,13/04/2022,59,68,50,15,20,10
UKE00107650,"HEATHROW, UK",London,14/04/2022,59,74,44,15,23.3,6.7
UKE00107650,"HEATHROW, UK",London,15/04/2022,56.5,68,45,13.6,20,7.2
UKE00107650,"HEATHROW, UK",London,16/04/2022,57,68,46,13.9,20,7.8
UKE00107650,"HEATHROW, UK",London,17/04/2022,54.5,64,45,12.5,17.8,7.2
UKE00107650,"HEATHROW, UK",London,18/04/2022,53.5,62,45,11.9,16.7,7.2
UKE00107650,"HEATHROW, UK",London,19/04/2022,55,66,44,12.8,18.9,6.7
UKE00107650,"HEATHROW, UK",London,20/04/2022,55.5,67,44,13.1,19.4,6.7
UKE00107650,"HEATHROW, UK",London,21/04/2022,53.5,63,44,11.9,17.2,6.7
UKE00107650,"HEATHROW, UK",London,22/04/2022,55.5,64,47,13.1,17.8,8.3
UKE00107650,"HEATHROW, UK",London,23/04/2022,57.5,66,49,14.2,18.9,9.4
UKE00107650,"HEATHROW, UK",London,24/04/2022,52,58,46,11.1,14.4,7.8
UKE00107650,"HEATHROW, UK",London,25/04/2022,52.5,62,43,11.4,16.7,6.1
UKE00107650,"HEATHROW, UK",London,26/04/2022,46.5,53,40,8.1,11.7,4.4
UKE00107650,"HEATHROW, UK",London,27/04/2022,50.5,59,42,10.3,15,5.6
UKE00107650,"HEATHROW, UK",London,28/04/2022,48,53,43,8.9,11.7,6.1
UKE00107650,"HEATHROW, UK",London,29/04/2022,53.5,65,42,11.9,18.3,5.6
UKE00107650,"HEATHROW, UK",London,30/04/2022,48,58,38,8.9,14.4,3.3
UKE00107650,"HEATHROW, UK",London,01/05/2022,57,63,51,13.9,17.2,10.6
UKE00107650,"HEATHROW, UK",London,02/05/2022,54.5,61,48,12.5,16.1,8.9
UKE00107650,"HEATHROW, UK",London,03/05/2022,59.5,68,51,15.3,20,10.6
UKE00107650,"HEATHROW, UK",London,04/05/2022,59.5,68,51,15.3,20,10.6
UKE00107650,"HEATHROW, UK",London,05/05/2022,59.5,74,45,15.3,23.3,7.2
UKE00107650,"HEATHROW, UK",London,06/05/2022,59,69,49,15,20.6,9.4
UKE00107650,"HEATHROW, UK",London,07/05/2022,61.5,69,54,16.4,20.6,12.2
UKE00107650,"HEATHROW, UK",London,08/05/2022,61.5,74,49,16.4,23.3,9.4
UKE00107650,"HEATHROW, UK",London,09/05/2022,56.5,70,43,13.6,21.1,6.1
UKE00107650,"HEATHROW, UK",London,10/05/2022,58.5,61,56,14.7,16.1,13.3
UKE00107650,"HEATHROW, UK",London,11/05/2022,59.5,66,53,15.3,18.9,11.7
UKE00107650,"HEATHROW, UK",London,12/05/2022,58,71,45,14.4,21.7,7.2
UKE00107650,"HEATHROW, UK",London,13/05/2022,62,74,50,16.7,23.3,10
UKE00107650,"HEATHROW, UK",London,14/05/2022,56,66,46,13.3,18.9,7.8
UKE00107650,"HEATHROW, UK",London,15/05/2022,64.5,74,55,18.1,23.3,12.8
UKE00107650,"HEATHROW, UK",London,16/05/2022,67.5,81,54,19.7,27.2,12.2
UKE00107650,"HEATHROW, UK",London,17/05/2022,63,74,52,17.2,23.3,11.1
UKE00107650,"HEATHROW, UK",London,18/05/2022,62,72,52,16.7,22.2,11.1
UKE00107650,"HEATHROW, UK",London,19/05/2022,61.5,66,57,16.4,18.9,13.9
UKE00107650,"HEATHROW, UK",London,20/05/2022,63,72,54,17.2,22.2,12.2
UKE00107650,"HEATHROW, UK",London,21/05/2022,62,75,49,16.7,23.9,9.4
UKE00107650,"HEATHROW, UK",London,22/05/2022,59,69,49,15,20.6,9.4
UKE00107650,"HEATHROW, UK",London,23/05/2022,60,68,52,15.6,20,11.1
UKE00107650,"HEATHROW, UK",London,24/05/2022,58,66,50,14.4,18.9,10
UKE00107650,"HEATHROW, UK",London,25/05/2022,59.5,71,48,15.3,21.7,8.9
UKE00107650,"HEATHROW, UK",London,26/05/2022,60,69,51,15.6,20.6,10.6
UKE00107650,"HEATHROW, UK",London,27/05/2022,60.5,66,55,15.8,18.9,12.8
UKE00107650,"HEATHROW, UK",London,28/05/2022,55,63,47,12.8,17.2,8.3
UKE00107650,"HEATHROW, UK",London,29/05/2022,53.5,61,46,11.9,16.1,7.8
UKE00107650,"HEATHROW, UK",London,30/05/2022,52,62,42,11.1,16.7,5.6
UKE00107650,"HEATHROW, UK",London,31/05/2022,56.5,66,47,13.6,18.9,8.3
UKE00107650,"HEATHROW, UK",London,01/06/2022,59,72,46,15,22.2,7.8
UKE00107650,"HEATHROW, UK",London,02/06/2022,60.5,74,47,15.8,23.3,8.3
UKE00107650,"HEATHROW, UK",London,03/06/2022,61.5,71,52,16.4,21.7,11.1
UKE00107650,"HEATHROW, UK",London,04/06/2022,56.5,59,54,13.6,15,12.2
UKE00107650,"HEATHROW, UK",London,05/06/2022,59,66,52,15,18.9,11.1
UKE00107650,"HEATHROW, UK",London,06/06/2022,62.5,72,53,16.9,22.2,11.7
UKE00107650,"HEATHROW, UK",London,07/06/2022,61.5,74,49,16.4,23.3,9.4
UKE00107650,"HEATHROW, UK",London,08/06/2022,63.5,70,57,17.5,21.1,13.9
UKE00107650,"HEATHROW, UK",London,09/06/2022,64,76,52,17.8,24.4,11.1
UKE00107650,"HEATHROW, UK",London,10/06/2022,67.5,75,60,19.7,23.9,15.6
UKE00107650,"HEATHROW, UK",London,11/06/2022,63,73,53,17.2,22.8,11.7
UKE00107650,"HEATHROW, UK",London,12/06/2022,61,71,51,16.1,21.7,10.6
UKE00107650,"HEATHROW, UK",London,13/06/2022,63,77,49,17.2,25,9.4
UKE00107650,"HEATHROW, UK",London,14/06/2022,66,82,50,18.9,27.8,10
UKE00107650,"HEATHROW, UK",London,15/06/2022,68.5,85,52,20.3,29.4,11.1
UKE00107650,"HEATHROW, UK",London,16/06/2022,74,91,57,23.3,32.8,13.9
UKE00107650,"HEATHROW, UK",London,17/06/2022,68.5,77,60,20.3,25,15.6
UKE00107650,"HEATHROW, UK",London,18/06/2022,65.5,67,64,18.6,19.4,17.8
UKE00107650,"HEATHROW, UK",London,19/06/2022,60.5,72,49,15.8,22.2,9.4
UKE00107650,"HEATHROW, UK",London,20/06/2022,66,79,53,18.9,26.1,11.7
UKE00107650,"HEATHROW, UK",London,21/06/2022,66.5,82,51,19.2,27.8,10.6
UKE00107650,"HEATHROW, UK",London,22/06/2022,67,80,54,19.4,26.7,12.2
UKE00107650,"HEATHROW, UK",London,23/06/2022,64.5,72,57,18.1,22.2,13.9
UKE00107650,"HEATHROW, UK",London,24/06/2022,65,72,58,18.3,22.2,14.4
UKE00107650,"HEATHROW, UK",London,25/06/2022,63.5,73,54,17.5,22.8,12.2
UKE00107650,"HEATHROW, UK",London,26/06/2022,61,70,52,16.1,21.1,11.1
UKE00107650,"HEATHROW, UK",London,27/06/2022,63.5,74,53,17.5,23.3,11.7
UKE00107650,"HEATHROW, UK",London,28/06/2022,62,72,52,16.7,22.2,11.1
UKE00107650,"HEATHROW, UK",London,29/06/2022,63.5,69,58,17.5,20.6,14.4
UKE00107650,"HEATHROW, UK",London,30/06/2022,64,72,56,17.8,22.2,13.3
UKE00107650,"HEATHROW, UK",London,01/07/2022,64.5,75,54,18.1,23.9,12.2
UKE00107650,"HEATHROW, UK",London,02/07/2022,64.5,76,53,18.1,24.4,11.7
UKE00107650,"HEATHROW, UK",London,03/07/2022,62.5,74,51,16.9,23.3,10.6
UKE00107650,"HEATHROW, UK",London,04/07/2022,62,72,52,16.7,22.2,11.1
UKE00107650,"HEATHROW, UK",London,05/07/2022,64.5,78,51,18.1,25.6,10.6
UKE00107650,"HEATHROW, UK",London,06/07/2022,65.5,77,54,18.6,25,12.2
UKE00107650,"HEATHROW, UK",London,07/07/2022,73,84,62,22.8,28.9,16.7
UKE00107650,"HEATHROW, UK",London,08/07/2022,69,81,57,20.6,27.2,13.9
UKE00107650,"HEATHROW, UK",London,09/07/2022,72.5,85,60,22.5,29.4,15.6
UKE00107650,"HEATHROW, UK",London,10/07/2022,73.5,89,58,23.1,31.7,14.4
UKE00107650,"HEATHROW, UK",London,11/07/2022,75,88,62,23.9,31.1,16.7
UKE00107650,"HEATHROW, UK",London,12/07/2022,75.5,84,67,24.2,28.9,19.4
UKE00107650,"HEATHROW, UK",London,13/07/2022,74,78,70,23.3,25.6,21.1
UKE00107650,"HEATHROW, UK",London,14/07/2022,70,81,59,21.1,27.2,15
UKE00107650,"HEATHROW, UK",London,15/07/2022,70,84,56,21.1,28.9,13.3
UKE00107650,"HEATHROW, UK",London,16/07/2022,72,87,57,22.2,30.6,13.9
UKE00107650,"HEATHROW, UK",London,17/07/2022,79.5,99,60,26.4,37.2,15.6
UKE00107650,"HEATHROW, UK",London,18/07/2022,84,104,64,28.9,40,17.8
UKE00107650,"HEATHROW, UK",London,19/07/2022,76,81,71,24.4,27.2,21.7
UKE00107650,"HEATHROW, UK",London,20/07/2022,71,76,66,21.7,24.4,18.9
UKE00107650,"HEATHROW, UK",London,21/07/2022,66.5,73,60,19.2,22.8,15.6
UKE00107650,"HEATHROW, UK",London,22/07/2022,72.5,82,63,22.5,27.8,17.2
UKE00107650,"HEATHROW, UK",London,23/07/2022,72,84,60,22.2,28.9,15.6
UKE00107650,"HEATHROW, UK",London,24/07/2022,70.5,77,64,21.4,25,17.8
UKE00107650,"HEATHROW, UK",London,25/07/2022,68.5,73,64,20.3,22.8,17.8
UKE00107650,"HEATHROW, UK",London,26/07/2022,65.5,72,59,18.6,22.2,15
UKE00107650,"HEATHROW, UK",London,27/07/2022,67,77,57,19.4,25,13.9
UKE00107650,"HEATHROW, UK",London,28/07/2022,71.5,83,60,21.9,28.3,15.6
UKE00107650,"HEATHROW, UK",London,29/07/2022,69.5,81,58,20.8,27.2,14.4
UKE00107650,"HEATHROW, UK",London,30/07/2022,71.5,82,61,21.9,27.8,16.1
UKE00107650,"HEATHROW, UK",London,31/07/2022,75,82,68,23.9,27.8,20
